;rider;PCS;Team;Age;Nationality;Team PCS;flat1-4;flat5-8;flat9-12;hills(flat)1-4;hills(flat)5-8;hills(flat)9-12;hills(uphill)1-4;hills(uphill)5-8;hills(uphill)9-12;mountains(flat)1-4;mountains(flat)5-8;mountains(flat)9-12;mountains(uphill)1-4;mountains(uphill)5-8;mountains(uphill)9-12;gc1-4;gc5-8;gc9-12;wielerpoule
23;rider/gregory-henderson;79;Lotto Belisol Team;37;New Zealand;3284;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0
24;rider/jurgen-roelandts;528;Lotto Belisol Team;28;Belgium;3284;0.0;0.0;2.0;2.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;12.0
25;rider/marcel-sieberg;93;Lotto Belisol Team;31;Germany;3284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;7.0
26;rider/frederik-willems;70;Lotto Belisol Team;34;Belgium;3284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
27;rider/cadel-evans;762;BMC Racing Team;36;Australia;3775;1.0;0.0;3.0;2.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;2.0;1.0;0.0;11.0
28;rider/brent-bookwalter;324;BMC Racing Team;29;United States;3775;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0
29;rider/marcus-burghardt;124;BMC Racing Team;30;Germany;3775;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0
30;rider/philippe-gilbert;905;BMC Racing Team;31;Belgium;3775;3.0;1.0;2.0;2.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;17.0
31;rider/amael-moinard;135;BMC Racing Team;31;France;3775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
32;rider/steve-morabito;140;BMC Racing Team;30;Switzerland;3775;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0
33;rider/manuel-quinziato;123;BMC Racing Team;34;Italy;3775;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
34;rider/michael-schar;234;BMC Racing Team;27;Switzerland;3775;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;4.0
35;rider/tejay-van-garderen;1028;BMC Racing Team;25;United States;3775;1.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;2.0;0.0;1.0;4.0;4.0;0.0;5.0;1.0;0.0;19.0
36;rider/andy-schleck;123;RadioShack - Leopard;28;Luxembourg;2755;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
37;rider/jan-bakelants;872;RadioShack - Leopard;27;Belgium;2755;0.0;0.0;2.0;1.0;2.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;1.0;29.0
38;rider/laurent-didier;89;RadioShack - Leopard;29;Luxembourg;2755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
39;rider/tony-gallopin;501;RadioShack - Leopard;25;France;2755;0.0;0.0;2.0;4.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;9.0
40;rider/markel-irizar;113;RadioShack - Leopard;33;Spain;2755;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
41;rider/andreas-kloden;382;RadioShack - Leopard;38;Germany;2755;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;23.0
42;rider/maxime-monfort;433;RadioShack - Leopard;30;Belgium;2755;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;7.0
43;rider/jens-voigt;75;RadioShack - Leopard;42;Germany;2755;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
44;rider/haimar-zubeldia;167;RadioShack - Leopard;36;Spain;2755;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0
45;rider/pierre-rolland;363;Team Europcar;27;France;2254;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0
46;rider/yukiya-arashiro;189;Team Europcar;29;Japan;2254;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0
47;rider/jerome-cousin;131;Team Europcar;24;France;2254;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
48;rider/cyril-gautier;248;Team Europcar;26;France;2254;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0
49;rider/yohann-gene;245;Team Europcar;32;France;2254;0.0;0.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;10.0
50;rider/davide-malacarne;176;Team Europcar;26;Italy;2254;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
51;rider/kevin-reza;168;Team Europcar;25;France;2254;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
52;rider/david-veilleux;143;Team Europcar;26;Canada;2254;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
53;rider/thomas-voeckler;591;Team Europcar;34;France;2254;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0
54;rider/janez-brajkovic;205;Astana Pro Team;30;Slovenia;2114;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
55;rider/assan-bazayev;45;Astana Pro Team;32;Kazakhstan;2114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;rider/jakob-fuglsang;838;Astana Pro Team;28;Denmark;2114;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;44.0
57;rider/enrico-gasparotto;456;Astana Pro Team;31;Switzerland;2114;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
58;rider/francesco-gavazzi;329;Astana Pro Team;29;Italy;2114;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;19.0
59;rider/andrey-kashechkin;56;Astana Pro Team;33;Kazakhstan;2114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;rider/fredrik-kessiakoff;72;Astana Pro Team;33;Sweden;2114;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;rider/aleksey-lutsenko;67;Astana Pro Team;21;Kazakhstan;2114;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;rider/dmitriy-muravyev;46;Astana Pro Team;34;Kazakhstan;2114;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;rider/thibaut-pinot;707;FDJ.fr ;23;France;3510;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;3.0;5.0;1.0;3.0;2.0;0.0
64;rider/william-bonnet;62;FDJ.fr ;31;France;3510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
65;rider/nacer-bouhanni;1001;FDJ.fr ;23;France;3510;11.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
66;rider/pierrick-fedrigo;291;FDJ.fr ;35;France;3510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0
67;rider/murilo-antonio-fischer;75;FDJ.fr ;34;Brazil;3510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
68;rider/alexandre-geniez;256;FDJ.fr ;25;France;3510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;9.0
69;rider/arnold-jeannesson;298;FDJ.fr ;27;France;3510;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;10.0
70;rider/jeremy-roy;238;FDJ.fr ;30;France;3510;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0
71;rider/arthur-vichot;582;FDJ.fr ;25;France;3510;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;10.0
72;rider/jean-christophe-peraud;596;AG2R La Mondiale;36;France;3704;0.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;2.0;2.0;1.0;3.0
73;rider/romain-bardet;743;AG2R La Mondiale;23;France;3704;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;2.0;4.0
74;rider/maxime-bouet;346;AG2R La Mondiale;27;France;3704;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;5.0
75;rider/samuel-dumoulin;846;AG2R La Mondiale;33;France;3704;1.0;2.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;21.0
76;rider/hubert-dupont;99;AG2R La Mondiale;33;France;3704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
77;rider/john-gadret;370;AG2R La Mondiale;34;France;3704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;5.0
78;rider/blel-kadri;131;AG2R La Mondiale;27;France;3704;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;rider/sebastien-minard;97;AG2R La Mondiale;31;France;3704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
80;rider/christophe-riblon;476;AG2R La Mondiale;32;France;3704;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0
81;rider/alberto-contador;1248;Team Saxo - Tinkoff;31;Spain;4306;1.0;1.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;2.0;0.0;4.0;2.0;1.0;3.0;1.0;1.0;63.0
82;rider/daniele-bennati;341;Team Saxo - Tinkoff;33;Italy;4306;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0
83;rider/jesus-hernandez-3;77;Team Saxo - Tinkoff;32;Spain;4306;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0
84;rider/roman-kreuziger;1095;Team Saxo - Tinkoff;27;Czech Republic;4306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;rider/benjamin-gonzalez-noval;25;Team Saxo - Tinkoff;34;Spain;4306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
86;rider/sergio-paulinho;160;Team Saxo - Tinkoff;33;Portugal;4306;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0
87;rider/nicolas-roche;736;Team Saxo - Tinkoff;29;Ireland;4306;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;2.0;1.0;11.0
88;rider/michael-rogers;526;Team Saxo - Tinkoff;34;Australia;4306;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;13.0
89;rider/matteo-tosatto;98;Team Saxo - Tinkoff;39;Italy;4306;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
90;rider/joaquim-rodriguez;2458;Team Katusha ;34;Spain;5765;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;5.0;6.0;3.0;3.0;1.0;0.0;71.0
91;rider/pavel-brutt;100;Team Katusha ;31;Russia;5765;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0
92;rider/alexander-kristoff;1180;Team Katusha ;26;Norway;5765;4.0;2.0;1.0;5.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;51.0
93;rider/aliaksandr-kuchynski;70;Team Katusha ;34;Belarus;5765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
94;rider/alberto-losada;149;Team Katusha ;31;Spain;5765;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
95;rider/daniel-moreno;1362;Team Katusha ;32;Spain;5765;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;2.0;1.0;0.0;1.0;11.0
96;rider/gatis-smukulis;63;Team Katusha ;26;Latvia;5765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
97;rider/yuri-trofimov;293;Team Katusha ;29;Russia;5765;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;2.0
98;rider/eduard-vorganov;90;Team Katusha ;31;Russia;5765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
99;rider/igor-anton;504;Euskaltel - Euskadi;30;Spain;2494;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;3.0
100;rider/mikel-astarloza;130;Euskaltel - Euskadi;34;Spain;2494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
101;rider/gorka-izagirre;237;Euskaltel - Euskadi;26;Spain;2494;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0
102;rider/ion-izagirre;450;Euskaltel - Euskadi;24;Spain;2494;0.0;0.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0
103;rider/juan-jose-lobato;330;Euskaltel - Euskadi;25;Spain;2494;3.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0
104;rider/mikel-nieve;551;Euskaltel - Euskadi;29;Spain;2494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;26.0
105;rider/juan-jose-oroz;86;Euskaltel - Euskadi;33;Spain;2494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;rider/ruben-perez-moreno;76;Euskaltel - Euskadi;32;Spain;2494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;rider/romain-sicard;130;Euskaltel - Euskadi;25;France;2494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
108;rider/alejandro-valverde;2500;Movistar Team;33;Spain;7445;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0;5.0;6.0;1.0;2.0;1.0;1.0;47.0
109;rider/andrey-amador;274;Movistar Team;27;Costa Rica;7445;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6.0
110;rider/jonathan-castroviejo;231;Movistar Team;26;Spain;7445;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;9.0
111;rider/rui-costa;1786;Movistar Team;27;Portugal;7445;1.0;3.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;3.0;1.0;1.0;37.0
112;rider/imanol-erviti;89;Movistar Team;30;Spain;7445;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
113;rider/ivan-gutierrez;44;Movistar Team;35;Spain;7445;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
114;rider/ruben-plaza;260;Movistar Team;33;Spain;7445;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0
115;rider/nairo-quintana;1623;Movistar Team;23;Colombia;7445;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;3.0;1.0;1.0;78.0
116;rider/jose-joaquin-rojas;638;Movistar Team;28;Spain;7445;1.0;1.0;4.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;47.0
117;rider/rein-taaramae;119;Cofidis, Solutions Crédits;26;Estonia;1819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
118;rider/yoann-bagot;270;Cofidis, Solutions Crédits;26;France;1819;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0
119;rider/jerome-coppel;150;Cofidis, Solutions Crédits;27;France;1819;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0
120;rider/egoitz-garcia;254;Cofidis, Solutions Crédits;27;Spain;1819;0.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0
121;rider/christophe-le-mevel;45;Cofidis, Solutions Crédits;33;France;1819;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
