;rider;PCS;Team;Age;Nationality;Team PCS;flat1-4;flat5-8;flat9-12;hills(flat)1-4;hills(flat)5-8;hills(flat)9-12;hills(uphill)1-4;hills(uphill)5-8;hills(uphill)9-12;mountains(flat)1-4;mountains(flat)5-8;mountains(flat)9-12;mountains(uphill)1-4;mountains(uphill)5-8;mountains(uphill)9-12;gc1-4;gc5-8;gc9-12;wielerpoule
70;rider/greg-van-avermaet;1602;BMC Racing Team;33;Belgium;4899;5.0;1.0;1.0;7.0;5.0;0.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;53.0
71;rider/tejay-van-garderen;543;BMC Racing Team;30;United States;4899;1.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;15.0
72;rider/daniel-martin1;None;None;None;None;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;rider/darwin-atapuma;63;UAE-Team Emirates;30;Colombia;1863;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
74;rider/kristijan-durasek;128;UAE-Team Emirates;31;Croatia;1863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;rider/roberto-ferrari;84;UAE-Team Emirates;35;Italy;1863;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
76;rider/alexander-kristoff;1344;UAE-Team Emirates;31;Norway;1863;2.0;7.0;1.0;3.0;2.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;71.0
77;rider/marco-marcato;136;UAE-Team Emirates;34;Italy;1863;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
78;rider/rory-sutherland;40;UAE-Team Emirates;36;Australia;1863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;rider/oliviero-troia;68;UAE-Team Emirates;24;Italy;1863;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0
80;rider/julian-alaphilippe;2038;Quick-Step Floors;26;France;6993;1.0;2.0;0.0;3.0;1.0;1.0;4.0;1.0;0.0;4.0;2.0;0.0;3.0;0.0;2.0;3.0;1.0;0.0;71.0
81;rider/tim-declercq;76;Quick-Step Floors;29;Belgium;6993;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
82;rider/fernando-gaviria;642;Quick-Step Floors;24;Colombia;6993;9.0;1.0;0.0;4.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0
83;rider/philippe-gilbert;959;Quick-Step Floors;36;Belgium;6993;3.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;32.0
84;rider/bob-jungels;998;Quick-Step Floors;26;Luxembourg;6993;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;26.0
85;rider/yves-lampaert;782;Quick-Step Floors;27;Belgium;6993;2.0;0.0;1.0;3.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;33.0
86;rider/ariel-maximiliano-richeze;347;Quick-Step Floors;35;Argentina;6993;3.0;1.0;1.0;5.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0
87;rider/niki-terpstra;1151;Quick-Step Floors;34;Netherlands;6993;4.0;2.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0
88;rider/peter-sagan;2416;BORA - hansgrohe;28;Slovakia;4267;9.0;1.0;0.0;9.0;3.0;1.0;4.0;1.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;129.0
89;rider/maciej-bodnar;159;BORA - hansgrohe;33;Poland;4267;3.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0
90;rider/marcus-burghardt;181;BORA - hansgrohe;35;Germany;4267;1.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0
91;rider/rafal-majka;869;BORA - hansgrohe;29;Poland;4267;1.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;2.0;1.0;3.0;1.0;32.0
92;rider/gregor-muhlberger;365;BORA - hansgrohe;24;Austria;4267;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;0.0;11.0
93;rider/daniel-oss;136;BORA - hansgrohe;31;Italy;4267;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
94;rider/pawel-poljanski;78;BORA - hansgrohe;28;Poland;4267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
95;rider/lukas-postlberger;63;BORA - hansgrohe;26;Austria;4267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
96;rider/jakob-fuglsang;1117;Astana Pro Team;33;Denmark;4513;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;2.0;1.0;4.0;0.0;1.0;15.0
97;rider/omar-fraile;362;Astana Pro Team;28;Spain;4513;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0
98;rider/dmitriy-gruzdev;26;Astana Pro Team;32;Kazakhstan;4513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
99;rider/jesper-hansen-1;195;Astana Pro Team;28;Denmark;4513;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0
100;rider/tanel-kangert;289;Astana Pro Team;31;Estonia;4513;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0
101;rider/magnus-cort-nielsen;621;Astana Pro Team;25;Denmark;4513;2.0;2.0;0.0;3.0;4.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;26.0
102;rider/luis-leon-sanchez;775;Astana Pro Team;35;Spain;4513;1.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;4.0;1.0;1.0;3.0;1.0;0.0;2.0;5.0;0.0;0.0
103;rider/michael-valgren-andersen;1128;Astana Pro Team;26;Denmark;4513;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0
104;rider/mark-cavendish;169;Team Dimension Data;33;Great Britain;1813;3.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0
105;rider/edvald-boasson-hagen;726;Team Dimension Data;31;Norway;1813;2.0;1.0;2.0;1.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;22.0
106;rider/reinardt-janse-van-rensburg;146;Team Dimension Data;29;South Africa;1813;2.0;2.0;0.0;1.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0
107;rider/serge-pauwels;230;Team Dimension Data;35;Belgium;1813;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;8.0
108;rider/mark-renshaw;31;Team Dimension Data;36;Australia;1813;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;rider/tom-jelte-slagter;311;Team Dimension Data;29;Netherlands;1813;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
110;rider/jay-robert-thomson;65;Team Dimension Data;32;South Africa;1813;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
111;rider/julien-vermote;135;Team Dimension Data;29;Belgium;1813;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
112;rider/ilnur-zakarin;562;Team Katusha Alpecin;29;Russia;1906;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;21.0
113;rider/ian-boswell;74;Team Katusha Alpecin;27;United States;1906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
114;rider/robert-kiserlovski;75;Team Katusha Alpecin;32;Croatia;1906;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0
115;rider/marcel-kittel;315;Team Katusha Alpecin;30;Germany;1906;4.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
116;rider/pavel-kochetkov;109;Team Katusha Alpecin;32;Russia;1906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
117;rider/tony-martin;221;Team Katusha Alpecin;33;Germany;1906;1.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
118;rider/nils-politt;413;Team Katusha Alpecin;24;Germany;1906;2.0;1.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
119;rider/rick-zabel;137;Team Katusha Alpecin;25;Germany;1906;1.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0
120;rider/arnaud-demare;1406;Groupama - FDJ;27;France;3148;5.0;3.0;1.0;6.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;64.0
