;rider;PCS;Team;Age;Nationality;Team PCS;flat1-4;flat5-8;flat9-12;hills(flat)1-4;hills(flat)5-8;hills(flat)9-12;hills(uphill)1-4;hills(uphill)5-8;hills(uphill)9-12;mountains(flat)1-4;mountains(flat)5-8;mountains(flat)9-12;mountains(uphill)1-4;mountains(uphill)5-8;mountains(uphill)9-12;gc1-4;gc5-8;gc9-12;wielerpoule
42;rider/luis-leon-sanchez;427;Rabobank Cycling Team;28;Spain;3986;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;21.0
43;rider/laurens-ten-dam;434;Rabobank Cycling Team;31;Netherlands;3986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;6.0
44;rider/maarten-tjallingii;271;Rabobank Cycling Team;34;Netherlands;3986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
45;rider/thor-hushovd;847;Team Garmin - Cervélo;33;Norway;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
46;rider/thomas-danielson;652;Team Garmin - Cervélo;33;United States;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;37.0
47;rider/julian-dean;138;Team Garmin - Cervélo;36;New Zealand;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0
48;rider/tyler-farrar;1028;Team Garmin - Cervélo;27;United States;5269;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0
49;rider/ryder-hesjedal;709;Team Garmin - Cervélo;31;Canada;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;32.0
50;rider/david-millar;914;Team Garmin - Cervélo;34;Great Britain;5269;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;15.0
51;rider/ramunas-navardauskas;236;Team Garmin - Cervélo;23;Lithuania;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;15.0
52;rider/christian-vande-velde;526;Team Garmin - Cervélo;35;United States;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;16.0
53;rider/david-zabriskie;219;Team Garmin - Cervélo;32;United States;5269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0
54;rider/alexandre-vinokourov;827;Pro Team Astana;38;Kazakhstan;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;16.0
55;rider/remy-di-gregorio;173;Pro Team Astana;26;France;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
56;rider/dmitriy-fofonov;106;Pro Team Astana;35;Kazakhstan;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
57;rider/andrei-grivko;238;Pro Team Astana;28;Ukraine;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;7.0
58;rider/maxim-iglinskiy;83;Pro Team Astana;30;Kazakhstan;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
59;rider/roman-kreuziger;592;Pro Team Astana;25;Czech Republic;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;rider/paolo-tiralongo;235;Pro Team Astana;34;Italy;2640;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
61;rider/tomas-vaitkus;198;Pro Team Astana;29;Lithuania;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0
62;rider/andrey-zeits;188;Pro Team Astana;25;Kazakhstan;2640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0
63;rider/janez-brajkovic;580;RadioShack;28;Slovenia;4119;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;7.0
64;rider/chris-horner;613;RadioShack;40;United States;4119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;11.0
65;rider/markel-irizar;236;RadioShack;31;Spain;4119;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0
66;rider/andreas-kloden;824;RadioShack;36;Germany;4119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;19.0
67;rider/levi-leipheimer;1060;RadioShack;38;United States;4119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;0.0;7.0
68;rider/dmitriy-muravyev;181;RadioShack;32;Kazakhstan;4119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0
69;rider/sergio-paulinho;83;RadioShack;31;Portugal;4119;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7.0
70;rider/yaroslav-popovych;124;RadioShack;31;Ukraine;4119;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0
71;rider/haimar-zubeldia;418;RadioShack;34;Spain;4119;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;7.0
72;rider/david-arroyo;267;Movistar Team;31;Spain;4312;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0;2.0;0.0
73;rider/andrey-amador;127;Movistar Team;25;Costa Rica;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
74;rider/rui-costa;700;Movistar Team;25;Portugal;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;15.0
75;rider/imanol-erviti;163;Movistar Team;28;Spain;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;rider/ivan-gutierrez;112;Movistar Team;33;Spain;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;rider/benat-intxausti;442;Movistar Team;25;Spain;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0
78;rider/vasil-kiryienka;579;Movistar Team;30;Belarus;4312;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;0.0
79;rider/jose-joaquin-rojas;1293;Movistar Team;26;Spain;4312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;68.0
80;rider/fran-ventoso;629;Movistar Team;29;Spain;4312;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0
81;rider/ivan-basso;1014;Liquigas - Cannondale;34;Italy;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;31.0
82;rider/maciej-bodnar;113;Liquigas - Cannondale;26;Poland;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
83;rider/kristijan-koren;135;Liquigas - Cannondale;25;Slovenia;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;rider/paolo-longo-borghini;56;Liquigas - Cannondale;31;Italy;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;rider/daniel-oss;345;Liquigas - Cannondale;24;Italy;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;27.0
86;rider/maciej-paterski;199;Liquigas - Cannondale;25;Poland;2194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
87;rider/fabio-sabatini;122;Liquigas - Cannondale;26;Italy;2194;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;rider/sylwester-szmyd;131;Liquigas - Cannondale;33;Poland;2194;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
89;rider/alessandro-vanotti;79;Liquigas - Cannondale;31;Italy;2194;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;rider/nicolas-roche;513;AG2R La Mondiale;27;Ireland;3546;0.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
91;rider/maxime-bouet;246;AG2R La Mondiale;25;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
92;rider/hubert-dupont;361;AG2R La Mondiale;31;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;1.0
93;rider/john-gadret;578;AG2R La Mondiale;32;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;1.0;0.0
94;rider/sebastien-hinault;276;AG2R La Mondiale;37;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0
95;rider/blel-kadri;470;AG2R La Mondiale;25;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0
96;rider/sebastien-minard;88;AG2R La Mondiale;29;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;rider/jean-christophe-peraud;847;AG2R La Mondiale;34;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;5.0;0.0;20.0
98;rider/christophe-riblon;167;AG2R La Mondiale;30;France;3546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
99;rider/bradley-wiggins;1266;Sky Procycling;31;Great Britain;5942;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;3.0;0.0;1.0;13.0
100;rider/juan-antonio-flecha;366;Sky Procycling;34;Spain;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0
101;rider/simon-gerrans;690;Sky Procycling;31;Australia;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;10.0
102;rider/edvald-boasson-hagen;1492;Sky Procycling;24;Norway;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;81.0
103;rider/christian-knees;111;Sky Procycling;30;Germany;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
104;rider/ben-swift;516;Sky Procycling;24;Great Britain;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;17.0
105;rider/geraint-thomas;565;Sky Procycling;25;Great Britain;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;29.0
106;rider/rigoberto-uran;834;Sky Procycling;24;Colombia;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;32.0
107;rider/xabier-zandio;102;Sky Procycling;34;Spain;5942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
108;rider/sylvain-chavanel;574;Quickstep Cycling Team;32;France;2999;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;8.0
109;rider/tom-boonen;458;Quickstep Cycling Team;31;Belgium;2999;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
110;rider/gerald-ciolek;413;Quickstep Cycling Team;25;Germany;2999;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0
111;rider/kevin-de-weert;299;Quickstep Cycling Team;29;Belgium;2999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
112;rider/dries-devenyns;385;Quickstep Cycling Team;28;Belgium;2999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;11.0
113;rider/addy-engels;93;Quickstep Cycling Team;34;Netherlands;2999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;rider/jerome-pineau;288;Quickstep Cycling Team;31;France;2999;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0
115;rider/gert-steegmans;111;Quickstep Cycling Team;31;Belgium;2999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
116;rider/niki-terpstra;378;Quickstep Cycling Team;27;Netherlands;2999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0
117;rider/sandy-casar;370;FDJ;32;France;2636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;22.0
118;rider/william-bonnet;145;FDJ;29;France;2636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0
119;rider/mickael-delage;248;FDJ;26;France;2636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0
120;rider/arnold-jeannesson;290;FDJ;25;France;2636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0
