;rider;PCS;Team;Age;Nationality;Team PCS;flat1-4;flat5-8;flat9-12;hills(flat)1-4;hills(flat)5-8;hills(flat)9-12;hills(uphill)1-4;hills(uphill)5-8;hills(uphill)9-12;mountains(flat)1-4;mountains(flat)5-8;mountains(flat)9-12;mountains(uphill)1-4;mountains(uphill)5-8;mountains(uphill)9-12;gc1-4;gc5-8;gc9-12;wielerpoule
73;rider/michael-albasini;929;ORICA-Scott;37;Switzerland;4436;0.0;0.0;0.0;5.0;0.0;1.0;1.0;3.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
74;rider/luke-durbridge;466;ORICA-Scott;26;Australia;4436;1.0;1.0;4.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
75;rider/mathew-hayman;137;ORICA-Scott;39;Australia;4436;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
76;rider/damien-howson;288;ORICA-Scott;25;Australia;4436;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
77;rider/daryl-impey;284;ORICA-Scott;33;South Africa;4436;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
78;rider/jens-keukeleire;599;ORICA-Scott;29;Belgium;4436;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;17.0
79;rider/roman-kreuziger;283;ORICA-Scott;31;Czech Republic;4436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;rider/simon-yates;914;ORICA-Scott;25;Great Britain;4436;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;34.0
81;rider/mark-cavendish;222;Team Dimension Data;32;Great Britain;2497;5.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0
82;rider/edvald-boasson-hagen;1246;Team Dimension Data;30;Norway;2497;0.0;3.0;1.0;10.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;77.0
83;rider/stephen-cummings;108;Team Dimension Data;36;Great Britain;2497;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;rider/bernhard-eisel;64;Team Dimension Data;36;Austria;2497;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;rider/reinardt-janse-van-rensburg;266;Team Dimension Data;28;South Africa;2497;1.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
86;rider/serge-pauwels;318;Team Dimension Data;34;Belgium;2497;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0
87;rider/mark-renshaw;46;Team Dimension Data;35;Australia;2497;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;rider/scott-thwaites;158;Team Dimension Data;27;Great Britain;2497;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;rider/jaco-venter;69;Team Dimension Data;30;South Africa;2497;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;rider/marcel-kittel;1111;Quick-Step Floors;29;Germany;5081;7.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;79.0
91;rider/jack-bauer;151;Quick-Step Floors;32;New Zealand;5081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
92;rider/gianluca-brambilla;182;Quick-Step Floors;30;Italy;5081;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
93;rider/philippe-gilbert;1554;Quick-Step Floors;35;Belgium;5081;1.0;1.0;0.0;7.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;9.0
94;rider/daniel-martin1;None;None;None;None;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;rider/fabio-sabatini;51;Quick-Step Floors;32;Italy;5081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;rider/zdenek-stybar;537;Quick-Step Floors;32;Czech Republic;5081;1.0;0.0;1.0;1.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
97;rider/matteo-trentin;1285;Quick-Step Floors;28;Italy;5081;4.0;2.0;0.0;7.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
98;rider/julien-vermote;210;Quick-Step Floors;28;Belgium;5081;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
99;rider/peter-sagan;2186;BORA - hansgrohe;27;Slovakia;5300;4.0;1.0;0.0;11.0;4.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;18.0
100;rider/maciej-bodnar;260;BORA - hansgrohe;32;Poland;5300;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0
101;rider/emanuel-buchmann;582;BORA - hansgrohe;25;Germany;5300;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;2.0;2.0;0.0
102;rider/marcus-burghardt;157;BORA - hansgrohe;34;Germany;5300;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;rider/rafal-majka;996;BORA - hansgrohe;28;Poland;5300;0.0;1.0;0.0;2.0;0.0;2.0;2.0;3.0;1.0;0.0;1.0;1.0;4.0;0.0;0.0;3.0;1.0;1.0;9.0
104;rider/jay-mccarthy;415;BORA - hansgrohe;25;Australia;5300;0.0;0.0;1.0;1.0;1.0;4.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0
105;rider/pawel-poljanski;219;BORA - hansgrohe;27;Poland;5300;0.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;rider/juraj-sagan;113;BORA - hansgrohe;29;Slovakia;5300;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;rider/rudiger-selig;372;BORA - hansgrohe;28;Germany;5300;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0
108;rider/tony-martin;506;Team Katusha Alpecin;32;Germany;3719;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;18.0
109;rider/marco-haller;103;Team Katusha Alpecin;26;Austria;3719;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
110;rider/reto-hollenstein;111;Team Katusha Alpecin;32;Switzerland;3719;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
111;rider/robert-kiserlovski;86;Team Katusha Alpecin;31;Croatia;3719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
112;rider/alexander-kristoff;2075;Team Katusha Alpecin;30;Norway;3719;6.0;0.0;1.0;15.0;5.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;47.0
113;rider/maurits-lammertink;214;Team Katusha Alpecin;27;Netherlands;3719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
114;rider/tiago-machado;88;Team Katusha Alpecin;32;Portugal;3719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
115;rider/nils-politt;199;Team Katusha Alpecin;23;Germany;3719;0.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
116;rider/rick-zabel;337;Team Katusha Alpecin;24;Germany;3719;0.0;1.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
117;rider/andre-greipel;1313;Lotto Soudal;35;Germany;5070;3.0;1.0;3.0;10.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0
118;rider/lars-ytting-bak;97;Lotto Soudal;37;Denmark;5070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;rider/tiesj-benoot;895;Lotto Soudal;23;Belgium;5070;1.0;1.0;0.0;0.0;1.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;15.0
120;rider/thomas-de-gendt;270;Lotto Soudal;31;Belgium;5070;0.0;1.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
121;rider/tony-gallopin;966;Lotto Soudal;29;France;5070;0.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;2.0;16.0
122;rider/adam-hansen;84;Lotto Soudal;36;Australia;5070;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
